-- 0 --a:1  --b:24 ---
18:  3.15789%
19:  3.73206%
20:  3.15789%
21:  3.44498%
22:  2.77512%
23:  2.48804%
24:  3.0622%
25:  2.67943%
26:  3.0622%
27:  2.48804%
28:  2.96651%
29:  1.72249%
30:  2.67943%
31:  3.0622%
32:  2.77512%
33:  2.96651%
34:  2.10526%
35:  2.87081%
36:  2.67943%


-- 6 --a:1  --b:35 ---
24 25 23 32 4 29 4 30 15 5 21 7 5 3 19 10 27 13 24 6 12 14 31 15 27 18 29 16 11 11 2 3 10 21 34 26 30 19 21 24 28 28 17 31 2 25 4 15 5 12 12 4 19 31 31 25 6 25 7 18 8 13 6 19 19 18 18 2 11 8 34 32 24 29 20 4 1 25 23 15 14 6 31 32 30 34 12 6 21 20 5 12 21 19 31 8 7 32 29 13 26 30 1 29 10 1 7 7 7 2 21 25 26 23 27 23 26 4 29 12 11 25 14 1 18 32 21 19 2 7 2 33 34 19 22 22 3 27 16 33 21 20 29 1 30 33 33 8 13 7 26 9 20 28 14 3 26 4 3 2 34 23 12 20 14 7 22 3 19 21 9 5 19 3 29 27 29 15 9 2 27 23 33 19 16 17 13 5 32 15 34 30 9 6 14 25 15 11 34 12 28 5 26 8 10 17 10 14 9 21 12 22 29 33 24 7 31 4 1 24 34 24 14 7 29 32 16 10 5 26 13 11 24 11 5 24 12 24 30 17 31 10 13 15 31 17 13 13 27 14 25 22 26 21 17 5 19 1 13 1 15 32 10 21 5 25 25 29 26 30 24 20 19 29 33 23 27 19 27 11 21 3 26 16 26 18 6 5 7 25 20 34 18 22 13 13 22 6 30 21 21 15 21 13 17 3 7 3 26 19 13 22 21 26 18 1 31 12 24 15 28 22 30 11 15 16 33 7 8 33 16 12 5 10 9 21 10 26 14 22 15 18 5 6 32 12 8 11 2 9 18 18 3 18 32 11 8 11 21 4 8 6 28 28 18 31 25 29 16 3 23 25 21 8 31 15 30 34 23 22 13 15 11 20 9 32 20 33 14 21 18 18 17 34 17 14 9 33 1 4 1 6 19 12 3 31 22 9 28 25 27 8 31 7 8 23 7 10 12 14 32 11 31 9 18 7 14 4 28 25 18 18 19 30 32 25 18 22 27 2 29 18 2 25 6 20 8 23 7 8 34 23 2 16 11 30 13 28 30 10 25 11 21 22 16 30 30 15 34 15 24 20 18 22 9 21 17 7 1 27 17 17 34 2 25 34 19 33 29 29 31 13 16 9 33 9 26 12 22 31 13 4 20 17 3 19 17 8 34 29 8 1 23 2 31 16 6 16 28 29 24 24 23 19 29 16 4 3 3 7 13 23 21 1 33 6 7 24 24 5 8 2 22 18 20 17 18 22 15 29 14 10 27 29 34 28 1 4 33 26 5 8 17 32 4 7 20 24 12 32 25 16 22 2 30 30 34 31 17 12 6 3 3 15 10 34 3 13 34 16 30 10 18 30 34 17 14 16 21 10 18 17 11 33 6 13 30 9 17 14 29 10 28 26 20 27 34 7 16 21 32 29 1 5 26 11 33 33 25 21 29 1 9 6 16 18 18 33 19 5 3 33 26 12 16 16 28 26 5 24 15 9 11 5 16 17 25 14 25 14 29 10 1 27 18 25 24 6 21 7 9 6 13 2 24 2 26 1 28 16 27 26 30 9 10 33 8 5 26 3 11 22 9 9 28 25 20 20 22 27 26 3 13 7 4 5 24 9 1 14 11 24 15 8 18 4 21 28 19 26 26 24 20 8 20 29 28 10 2 10 12 26 22 18 14 11 33 19 9 2 26 34 21 26 25 25 18 17 26 29 3 27 21 34 28 12 11 25 30 2 16 30 11 27 32 27 13 10 3 16 20 4 21 29 28 28 19 11 16 4 24 14 23 14 20 5 34 7 3 25 26 12 18 32 20 30 11 7 28 7 11 21 34 5 12 11 22 29 20 21 13 14 7 3 13 5 8 3 2 9 20 25 29 22 4 19 30 24 1 29 15 29 26 33 9 1 7 23 15 1 17 13 24 27 18 20 5 18 29 16 34 34 9 15 16 25 19 6 17 4 11 4 21 23 3 5 16 1 5 26 25 4 7 1 34 32 19 28 13 3 19 1 23 12 6 18 33 12 24 16 28 24 32 32 11 12 3 26 3 3 34 32 2 16 24 19 31 2 33 1 26 12 24 4 5 8 17 25 16 32 6 33 7 18 6 6 14 15 22 10 30 14 31 17 27 9 1 24 14 2 1 33 23 15 12 33 5 28 33 26 33 27 32 20 32 23 32 14 6 29 16 4 30 15 32 33 32 25 12 14 30 33 3 16 19 4 19 12 9 23 34 6 29 1 1 32 28 9 18 13 22 1 22 26 20 10 15 17 25 1 9 31 28 5 9 34 22 17 10 28 12 17 31 15 14 22 23 8 28 4 30 1:  3.23213%
2:  2.44858%
3:  3.23213%
4:  2.64447%
5:  3.03624%
6:  2.54652%
7:  3.13418%
8:  2.35064%
9:  3.03624%
10:  2.44858%
11:  2.9383%
12:  3.03624%
13:  2.84035%
14:  2.9383%
15:  2.84035%
16:  3.33007%
17:  2.84035%
18:  3.6239%
19:  3.03624%
20:  2.64447%
21:  3.42801%
22:  2.84035%
23:  2.25269%
24:  3.13418%
25:  3.52595%
26:  3.72184%
27:  2.25269%
28:  2.84035%
29:  3.52595%
30:  2.9383%
31:  2.25269%
32:  2.84035%
33:  3.13418%
34:  3.13418%


-- 7 --a:1  --b:35 ---
22 13 20 3 27 1 23 1 24 26 29 15 16 3 15 1 32 25 22 14 32 1 24 12 6 8 4 22 2 16 27 4 12 24 18 8 4 2 18 10 30 5 34 4 18 10 4 27 11 20 30 2 14 16 31 14 21 3 5 28 20 17 4 26 7 19 1 7 34 19 27 7 9 21 9 33 13 18 17 12 26 7 8 28 15 5 13 19 28 21 32 28 3 6 31 11 19 5 31 25 29 9 15 14 11 5 27 6 5 27 2 13 22 3 9 28 33 1 30 6 7 28 20 11 16 19 29 24 1 14 10 19 14 24 29 7 18 33 32 28 8 18 11 29 14 26 5 16 25 20 13 7 6 21 16 13 7 31 24 3 4 33 34 27 19 33 10 5 17 9 10 6 23 26 31 14 25 6 14 34 26 4 16 32 6 6 29 27 20 22 19 29 16 20 4 1 5 12 22 26 21 10 17 10 21 31 30 26 4 25 13 18 17 5 25 9 10 4 7 34 27 8 17 18 1 11 1 31 27 34 1 15 25 2 1 32 21 1 19 17 34 3 18 1 23 22 1 8 30 12 10 32 16 25 17 24 25 34 5 30 33 1 4 28 18 10 32 12 26 8 15 18 17 6 25 11 3 25 3 21 22 27 12 22 19 6 23 12 8 32 13 25 10 15 12 26 6 8 26 22 9 17 32 24 11 12 24 19 20 34 30 4 7 19 15 10 30 4 20 26 32 20 1 30 13 22 15 25 22 5 28 34 6 24 27 6 31 23 3 22 21 20 3 16 19 31 31 27 18 16 27 27 12 33 12 9 20 31 1 7 26 11 5 14 10 33 10 19 6 16 22 21 27 11 2 26 1 30 28 18 12 14 4 30 14 32 31 5 29 25 27 26 23 8 12 1 9 31 21 17 34 20 6 12 30 34 2 18 19 32 28 27 6 13 8 25 11 20 22 14 3 9 19 13 11 14 34 14 4 23 24 11 26 28 6 7 13 10 25 29 25 23 34 18 9 17 7 5 23 23 15 6 18 20 16 18 33 11 17 26 2 34 2 8 26 31 24 29 9 34 9 1 27 18 7 25 13 19 31 17 2 33 13 1 5 23 8 19 9 29 4 25 7 10 20 2 24 7 27 8 29 7 17 26 8 26 32 31 19 11 10 30 27 11 22 3 28 9 22 14 27 34 17 20 24 18 13 10 19 28 20 18 6 6 34 26 15 23 24 10 12 3 6 33 11 10 11 5 9 9 26 18 28 16 25 19 4 5 13 25 20 17 3 12 29 33 20 4 22 32 20 28 22 27 15 11 1 12 30 32 13 4 6 21 29 9 13 5 7 10 1 14 22 28 7 23 14 1 28 9 12 5 25 7 30 24 28 14 28 24 15 10 34 30 25 25 2 14 5 4 11 24 9 27 33 26 6 1 31 25 20 21 2 5 3 8 30 13 34 4 7 28 12 23 5 12 17 23 25 25 24 25 23 32 4 29 4 30 15 5 21 7 5 3 19 10 27 13 24 6 12 14 31 15 27 18 29 16 11 11 2 3 10 21 34 26 30 19 21 24 28 28 17 31 2 25 4 15 5 12 12 4 19 31 31 25 6 25 7 18 8 13 6 19 19 18 18 2 11 8 34 32 24 29 20 4 1 25 23 15 14 6 31 32 30 34 12 6 21 20 5 12 21 19 31 8 7 32 29 13 26 30 1 29 10 1 7 7 7 2 21 25 26 23 27 23 26 4 29 12 11 25 14 1 18 32 21 19 2 7 2 33 34 19 22 22 3 27 16 33 21 20 29 1 30 33 33 8 13 7 26 9 20 28 14 3 26 4 3 2 34 23 12 20 14 7 22 3 19 21 9 5 19 3 29 27 29 15 9 2 27 23 33 19 16 17 13 5 32 15 34 30 9 6 14 25 15 11 34 12 28 5 26 8 10 17 10 14 9 21 12 22 29 33 24 7 31 4 1 24 34 24 14 7 29 32 16 10 5 26 13 11 24 11 5 24 12 24 30 17 31 10 13 15 31 17 13 13 27 14 25 22 26 21 17 5 19 1 13 1 15 32 10 21 5 25 25 29 26 30 24 20 19 29 33 23 27 19 27 11 21 3 26 16 26 18 6 5 7 25 20 34 18 22 13 13 22 6 30 21 21 15 21 13 17 3 7 3 26 19 13 22 21 26 18 1 31 12 24 15 28 22 30 11 15 16 33 7 8 33 16 12 5 10 9 21 10 26 14 22 15 18 5 6 32 12 8 11 2 9 18 18 3 18 32 11 8 11 21 1:  3.46878%
2:  2.18038%
3:  2.67592%
4:  2.97324%
5:  3.667%
6:  3.27057%
7:  3.46878%
8:  2.37859%
9:  2.67592%
10:  3.17146%
11:  3.17146%
12:  3.36967%
13:  3.27057%
14:  2.97324%
15:  2.57681%
16:  2.08127%
17:  2.4777%
18:  3.27057%
19:  3.56789%
20:  2.87413%
21:  3.17146%
22:  2.97324%
23:  2.18038%
24:  2.97324%
25:  3.86521%
26:  3.7661%
27:  3.27057%
28:  2.57681%
29:  2.67592%
30:  2.67592%
31:  2.67592%
32:  2.57681%
33:  2.18038%
34:  2.87413%


-- 8 --a:1  --b:30 ---
6 4 1 19 21 15 1 13 19 7 29 10 28 10 18 29 6 13 29 18 23 2 8 24 9 27 2 13 3 15 2 8 25 20 17 6 29 29 12 10 27 16 22 16 13 28 8 7 6 27 4 7 2 12 17 26 17 5 17 26 16 20 6 2 24 8 21 5 26 1 9 16 5 7 12 9 27 20 27 18 22 16 29 18 10 6 15 25 7 10 11 10 9 10 3 10 13 27 12 4 4 8 6 25 23 3 22 2 16 16 27 7 18 23 3 25 27 11 24 3 20 21 28 9 22 16 18 22 3 15 11 11 5 11 16 29 28 14 28 6 22 18 20 13 4 9 12 26 5 13 7 22 22 17 23 7 20 21 14 25 17 16 6 17 21 14 28 3 5 15 18 14 5 29 23 16 19 8 23 14 4 23 27 23 1 20 7 18 16 18 16 17 9 22 11 12 19 18 23 20 24 10 16 12 23 6 22 4 11 4 3 18 20 20 22 15 28 7 12 6 27 14 21 3 7 3 17 13 29 21 13 13 18 17 18 16 25 5 25 25 3 18 5 10 10 22 6 6 4 11 4 9 2 18 1 24 27 9 29 7 9 12 15 9 20 8 20 5 26 22 13 13 22 16 13 22 11 1 27 22 1 24 12 20 25 8 8 28 13 1 22 1 24 16 17 2 14 13 2 27 20 14 22 13 27 23 4 10 5 20 15 26 16 9 4 18 1 11 19 11 26 16 5 15 18 20 16 29 4 20 2 18 14 9 7 8 28 11 18 19 26 8 3 5 17 26 6 9 8 6 10 5 12 23 22 8 24 10 5 26 9 13 9 25 4 23 19 27 16 27 20 18 11 29 27 22 24 28 11 8 5 9 21 12 23 3 28 9 3 28 19 17 16 6 5 4 11 25 13 1 4 10 25 11 22 8 7 13 22 23 21 20 21 22 27 2 28 4 24 13 4 21 9 3 4 15 12 24 11 18 7 13 10 28 12 21 19 26 18 14 15 24 12 14 6 18 23 18 18 26 16 2 21 23 12 11 16 1 16 17 1 3 21 27 9 23 19 14 25 5 21 7 3 8 12 18 1 14 21 19 3 2 20 1 1 27 28 12 8 1 20 11 7 3 20 13 6 27 28 28 4 2 25 28 10 10 29 21 3 2 9 2 12 15 18 11 9 5 15 11 6 7 19 29 18 12 10 12 2 13 15 14 22 28 29 24 1 22 4 14 29 27 26 25 2 23 19 13 24 23 23 7 13 26 24 11 26 7 27 22 29 13 20 16 9 11 13 20 25 10 22 2 17 19 9 7 18 13 14 14 26 24 9 14 4 25 6 13 7 26 21 12 2 22 16 25 13 25 23 23 15 9 27 9 2 25 23 14 14 27 9 12 8 26 9 27 18 3 8 6 20 13 16 12 29 23 17 20 19 21 14 23 3 13 1 7 27 1 15 19 9 16 2 3 9 26 6 29 11 21 27 14 23 25 20 11 20 7 21 8 18 24 22 13 3 12 12 26 15 25 8 17 6 8 19 2 26 6 11 26 22 12 2 1 12 26 25 16 22 10 2 28 27 5 23 17 11 12 28 25 16 9 2 6 27 7 3 26 20 22 10 20 9 29 14 27 5 23 23 24 13 3 9 6 7 11 29 20 19 13 8 14 14 6 24 5 18 28 1 28 12 12 18 15 27 17 20 4 18 20 22 5 18 4 17 6 19 11 27 17 2 23 14 11 16 17 8 21 29 14 19 1 12 5 17 4 7 20 26 3 4 4 26 10 16 3 26 8 2 17 21 17 26 24 19 26 8 12 28 11 20 8 26 18 24 3 17 25 3 9 8 25 27 2 17 10 2 14 2 6 18 29 10 8 13 26 28 25 29 11 16 9 6 7 17 13 18 2 15 22 22 7 1 25 21 19 18 16 29 2 2 2 8 19 19 29 2 14 24 17 10 13 29 1 20 6 7 26 14 27 20 12 14 23 21 17 21 16 21 16 13 20 12 6 21 7 5 20 15 22 19 1 27 13 29 28 2 21 5 27 25 9 16 24 24 11 16 12 2 2 25 18 3 27 20 21 7 24 6 27 6 2 13 20 22 20 9 23 22 8 20 13 26 20 4 10 24 6 12 2 1 18 8 25 26 24 22 12 21 22 8 8 18 1 29 29 15 6 22 24 27 29 16 1 22 24 17 15 16 29 16 11 11 9 10 11 6 14 10 3 3 20 24 27 23 19 24 14 19 14 3 25 14 15 15 12 14 7 25 16 16 28 18 10 27 19 22 22 19 14 23 22 18 3 16 21 4 24 6 19 10 28 2 23 3 11 12 20 25 2 26 1 3 28 10 20 2 21 14 17 13 23 14 26 1:  2.87356%
2:  4.21456%
3:  3.54406%
4:  2.77778%
5:  2.49042%
6:  3.63985%
7:  3.16092%
8:  3.25671%
9:  3.73563%
10:  3.06513%
11:  3.54406%
12:  3.83142%
13:  4.11877%
14:  3.73563%
15:  2.29885%
16:  4.31034%
17:  3.06513%
18:  4.31034%
19:  2.87356%
20:  4.50192%
21:  3.16092%
22:  4.31034%
23:  3.54406%
24:  3.06513%
25:  3.25671%
26:  3.44828%
27:  4.02299%
28:  2.77778%
29:  3.06513%


-- 9 --a:1  --b:25 ---
24 6 20 14 5 23 9 15 13 10 19 6 24 3 1 21 19 21 14 10 18 18 6 22 24 18 21 6 22 1 6 9 4 13 21 4 2 20 11 21 19 13 1 6 16 24 18 21 16 11 20 2 14 5 9 18 1 19 7 23 20 18 1 5 5 5 21 3 21 24 6 10 12 16 3 11 1 4 6 22 18 24 20 9 24 7 3 10 1 23 3 20 1 23 5 23 21 17 8 15 23 5 7 1 12 5 5 19 4 23 11 6 8 8 12 15 21 2 11 1 19 8 20 4 10 15 5 17 20 10 7 3 12 1 14 21 12 14 13 18 13 18 24 22 23 20 21 8 6 6 2 8 22 2 7 11 8 6 8 19 22 7 5 16 5 1 7 1 24 8 20 10 19 1 12 1 15 3 24 11 7 10 3 15 10 4 8 14 20 8 20 23 19 11 19 2 14 20 13 22 12 15 9 9 11 1 23 2 3 2 16 4 15 15 10 23 24 15 14 11 7 23 12 10 2 18 2 12 11 8 12 12 5 5 20 24 9 22 9 2 5 13 21 18 24 7 15 23 10 9 14 3 3 14 4 15 2 24 11 22 14 7 21 6 11 11 23 7 20 15 7 18 12 5 20 14 21 5 3 13 19 19 21 10 11 11 20 24 14 14 15 7 17 24 13 4 23 11 16 21 8 13 20 22 22 3 3 12 14 8 3 9 8 9 16 9 7 16 8 20 1 9 7 9 12 15 1 16 22 9 16 17 15 20 10 14 13 10 10 16 8 19 4 12 19 5 19 11 10 20 11 16 18 2 24 24 17 22 23 12 7 11 23 6 3 16 5 17 4 4 13 5 6 21 17 17 1 6 23 15 18 1 23 1 24 14 19 2 7 13 2 17 12 14 17 3 14 11 2 11 10 19 8 4 21 5 16 17 9 16 11 11 10 3 1 18 17 17 8 13 10 20 18 21 10 2 21 4 16 17 24 20 10 17 6 5 11 9 5 15 5 11 7 15 21 21 7 16 19 7 9 13 22 11 23 3 12 21 4 8 9 20 18 21 5 5 2 4 8 1 12 14 14 11 12 20 1 1 24 8 11 23 14 21 17 2 11 24 2 4 18 3 7 14 22 8 5 2 21 7 18 17 21 2 14 4 16 19 23 18 23 17 13 9 15 21 19 14 3 14 4 5 13 5 15 17 13 11 5 4 18 5 11 3 21 3 8 14 18 8 11 9 13 5 13 3 17 21 19 3 8 2 6 6 20 19 21 5 14 22 24 2 5 5 4 4 4 19 23 3 9 5 7 17 3 15 8 5 3 24 19 20 14 5 9 22 10 9 20 20 2 21 5 18 3 7 20 13 22 22 17 24 19 9 18 24 6 12 11 8 7 6 20 24 8 11 14 5 16 18 15 4 8 5 2 17 3 4 4 24 20 16 24 3 21 21 14 13 21 15 17 8 15 3 4 16 23 18 21 7 15 24 13 10 12 19 4 13 12 4 21 12 13 2 23 1 9 10 15 20 11 6 21 7 24 21 20 5 17 16 1 17 14 15 19 16 22 18 18 17 15 13 24 11 4 8 4 9 18 20 3 20 18 13 2 14 19 6 1 20 24 23 20 24 20 17 3 4 14 13 20 12 5 4 17 18 16 6 3 3 21 24 2 6 22 3 6 5 22 24 10 18 15 15 3 23 9 21 3 5 18 6 3 20 9 7 17 1 19 3 10 15 15 19 24 16 24 13 5 10 6 13 15 3 19 10 14 5 16 9 19 14 23 6 16 6 8 9 14 12 19 13 23 24 22 5 5 7 15 19 1 19 1 6 21 16 24 21 4 22 12 12 18 9 10 16 23 23 8 18 15 7 24 2 17 18 13 14 15 2 1 18 8 21 12 24 6 22 23 12 22 24 18 2 8 17 1 14 6 21 19 17 10 20 5 21 24 24 20 24 18 4 18 15 10 16 17 4 14 11 11 7 6 13 12 21 11 14 9 24 12 18 14 11 14 9 10 19 4 5 9 7 10 9 23 13 21 17 17 15 23 8 24 20 8 17 21 15 5 3 18 16 8 12 8 20 15 2 3 3 19 5 8 7 11 22 13 4 9 4 9 3 16 23 14 22 11 21 23 12 13 4 22 8 4 19 6 24 13 14 16 15 2 15 6 15 20 23 9 12 17 15 18 21 24 24 6 13 18 7 5 17 16 15 4 19 19 14 15 2 21 14 18 8 15 18 3 18 10 14 20 20 8 1 10 6 16 2 18 6 6 12 2 13 13 7 13 12 20 18 15 2 23 9 12 7 2 23 1 19 23 10 16 16 7 17 4 2 14 2 17 21 10 13 21 18 9 16 1:  3.37187%
2:  3.9499%
3:  4.52794%
4:  4.14258%
5:  5.20231%
6:  3.85356%
7:  3.66089%
8:  4.23892%
9:  3.9499%
10:  3.66089%
11:  4.14258%
12:  3.66089%
13:  4.04624%
14:  4.72062%
15:  4.72062%
16:  3.66089%
17:  3.9499%
18:  4.81696%
19:  4.04624%
20:  4.72062%
21:  5.29865%
22:  2.79383%
23:  3.9499%
24:  4.91329%


-- 10 --a:1  --b:24 ---
20 13 23 23 5 21 8 17 19 13 7 19 21 12 7 15 12 18 10 13 21 14 22 20 21 16 7 4 21 20 3 20 11 18 20 21 8 21 21 18 14 20 3 18 9 17 5 2 11 5 19 15 21 13 1 19 23 12 20 12 5 11 9 12 21 9 6 23 22 4 14 12 8 18 14 23 1 16 16 1 11 12 18 18 12 17 18 12 11 10 22 12 6 23 19 4 21 15 22 6 4 23 21 13 19 20 6 3 7 16 20 16 2 1 11 2 16 16 15 19 23 1 1 15 17 5 1 4 22 7 16 2 6 22 12 15 19 18 22 9 17 10 1 16 14 9 11 6 8 19 7 10 19 22 19 12 19 23 23 17 12 3 18 22 16 8 18 3 2 2 21 4 1 8 2 14 1 14 13 2 21 2 19 20 21 13 8 10 16 4 20 7 7 13 3 1 12 3 22 7 23 18 4 2 16 11 14 9 12 10 12 4 22 3 1 23 22 19 18 6 3 23 1 7 13 12 17 18 21 18 22 18 11 1 19 14 18 18 17 19 7 23 17 20 22 2 1 1 1 22 7 19 13 3 4 22 15 16 3 11 13 10 10 4 21 11 9 8 7 15 9 9 6 7 4 15 7 4 6 10 3 22 7 3 2 6 18 7 14 21 1 3 11 8 8 18 6 14 7 13 7 17 19 11 15 19 15 2 8 18 16 10 23 15 16 18 13 2 6 22 2 23 7 20 11 23 19 3 17 11 17 15 9 15 14 17 5 7 12 9 19 19 4 10 3 13 2 12 7 20 14 21 8 8 2 22 12 10 17 3 1 2 2 14 11 3 7 22 17 8 16 17 11 13 20 23 6 18 9 16 19 17 21 14 16 19 14 18 16 4 18 15 16 20 4 20 22 8 17 22 23 21 14 5 2 21 5 5 13 15 7 7 14 9 19 15 11 12 4 12 3 12 4 16 20 16 12 22 10 10 9 19 22 17 20 8 17 13 18 7 19 19 9 1 22 15 14 11 20 20 11 17 14 3 17 13 20 21 2 12 6 16 21 8 15 14 2 3 18 16 8 10 17 11 23 21 17 15 14 15 1 16 19 10 15 18 1 17 16 10 10 18 3 15 13 21 19 23 12 10 9 13 9 11 8 9 12 22 4 4 1 19 22 19 12 22 10 12 22 20 14 1 17 12 19 16 11 2 21 18 7 17 7 5 20 5 7 12 11 21 20 22 18 21 3 21 11 5 13 5 18 13 5 13 13 18 14 7 3 2 4 5 6 11 14 15 10 20 5 15 11 15 15 9 8 22 4 13 5 5 16 15 21 13 2 4 11 14 9 3 7 15 2 18 1 15 4 20 5 2 12 9 12 17 14 7 1 15 17 17 6 2 11 16 2 22 8 16 13 7 6 12 19 5 3 2 23 11 17 13 8 19 12 11 3 9 1 15 13 11 9 8 4 17 10 5 9 21 17 4 7 23 3 11 18 8 18 2 9 18 15 13 21 21 13 13 13 16 2 6 23 6 5 20 13 5 23 15 20 11 20 10 22 23 5 18 11 16 23 19 2 23 16 3 7 19 18 2 9 8 5 12 23 6 8 21 20 11 11 6 16 13 9 17 19 18 7 9 18 4 15 14 9 17 14 18 20 22 4 1 12 5 16 8 17 7 22 14 8 17 22 2 11 15 20 9 18 9 7 16 8 14 9 13 7 1 23 12 18 21 22 18 12 8 22 16 5 8 5 10 19 13 14 11 14 2 21 16 1 21 3 13 3 22 8 10 5 20 5 9 14 12 1 16 19 11 23 6 3 6 7 12 3 11 21 18 19 7 5 6 10 19 17 9 23 21 10 23 1 20 10 11 6 23 21 19 6 20 8 21 8 18 3 16 21 6 23 23 9 4 2 3 13 16 21 11 14 20 20 12 1 17 5 4 15 8 12 14 2 3 19 1 19 12 6 2 2 14 22 21 17 21 22 13 2 19 1 3 5 4 5 6 10 17 4 8 8 14 13 7 22 20 6 2 1 18 19 19 7 19 11 11 13 6 16 12 13 16 8 14 10 18 8 14 18 7 9 19 9 5 4 4 12 5 16 7 20 19 20 13 17 15 18 9 5 12 14 11 9 15 9 18 11 21 22 13 11 1 12 23 2 3 6 1 5 21 23 19 8 20 8 5 23 8 6 6 5 22 4 21 3 1 10 2 18 3 18 10 2 2 17 11 2 13 20 19 13 19 14 11 13 6 15 15 2 14 19 23 8 14 15 19 15 1 23 10 3 7 6 19 19 18 4 11 9 20 8 20 22 22 1 2 18 13 5 14 21 6 16 11 6 13 17 4 8 7 6 2 5 10 6 4 21 8 12 4 13 9 10 1:  3.90848%
2:  4.76644%
3:  3.90848%
4:  3.71783%
5:  4.00381%
6:  3.81316%
7:  4.48046%
8:  4.38513%
9:  4.00381%
10:  3.33651%
11:  4.9571%
12:  4.67112%
13:  4.86177%
14:  4.2898%
15:  4.09914%
16:  4.2898%
17:  4.19447%
18:  5.33842%
19:  5.52908%
20:  4.2898%
21:  4.86177%
22:  4.38513%
23:  3.90848%


-- 11 --a:1  --b:31 ---
